,EDUCATION,SEX,MARRIAGE,AGE
23944,3,1,2,24
23945,2,1,2,22
23946,3,1,2,25
23947,2,1,2,29
23948,2,1,2,22
23949,3,1,2,24
23950,2,1,1,26
23951,2,1,2,24
23952,2,1,2,25
23953,1,1,2,24
23954,2,1,2,24
23955,2,1,2,24
23956,1,1,2,23
23957,2,1,2,23
23958,2,1,2,24
23959,1,1,2,24
23960,2,1,2,25
23961,2,1,2,25
23962,1,1,2,25
23963,2,1,2,27
23964,2,1,1,24
23965,2,1,2,23
23966,2,1,2,25
23967,1,1,2,26
23968,2,1,2,25
23969,1,1,2,26
23970,1,1,2,27
23971,2,1,2,25
23972,2,1,2,26
23973,1,1,2,25
23974,2,1,2,26
23975,1,1,2,25
23976,1,1,2,26
23977,1,1,2,26
23978,2,1,2,23
23979,2,1,2,23
23980,2,1,2,23
23981,3,1,2,24
23982,2,1,2,25
23983,2,1,2,25
23984,2,1,2,25
23985,2,1,2,37
23986,2,1,2,25
23987,2,1,2,26
23988,2,1,2,27
23989,3,1,2,30
23990,2,1,2,26
23991,3,1,2,25
23992,2,1,2,24
23993,2,1,2,25
23994,2,1,2,25
23995,2,1,1,25
23996,2,1,1,25
23997,2,1,2,26
23998,5,1,2,26
23999,1,1,2,26
24000,2,1,2,23
24001,2,1,2,26
24002,2,1,2,27
24003,5,1,2,27
24004,3,1,2,27
24005,2,1,2,27
24006,3,1,2,23
24007,2,1,2,27
24008,3,1,3,23
24009,1,1,2,24
24010,2,1,2,25
24011,2,1,2,25
24012,3,1,2,24
24013,2,1,2,24
24014,2,1,2,24
24015,2,1,2,25
24016,1,1,2,28
24017,2,1,2,25
24018,1,1,2,26
24019,2,1,2,25
24020,1,1,2,24
24021,1,1,2,25
24022,2,1,2,25
24023,1,1,2,25
24024,2,1,2,25
24025,2,1,1,26
24026,2,1,2,26
24027,2,1,2,26
24028,2,1,2,25
24029,1,1,2,26
24030,1,1,2,26
24031,1,1,2,26
24032,2,1,2,25
24033,1,1,2,26
24034,2,1,2,27
24035,2,1,2,27
24036,2,1,2,28
24037,1,1,2,26
24038,3,1,2,27
24039,1,1,2,27
24040,1,1,2,26
24041,3,1,2,27
24042,1,1,2,27
24043,1,1,2,26
24044,2,1,2,23
24045,2,1,2,25
24046,2,1,2,25
24047,2,1,2,25
24048,2,1,2,27
24049,1,1,2,27
24050,6,1,1,28
24051,3,1,1,27
24052,3,1,2,28
24053,3,1,2,26
24054,2,1,2,26
24055,1,1,2,27
24056,2,1,2,22
24057,5,1,2,23
24058,4,1,2,24
24059,2,1,2,28
24060,2,1,2,32
24061,2,1,2,27
24062,2,1,2,27
24063,1,1,2,27
24064,2,1,2,27
24065,1,1,2,23
24066,2,1,1,26
24067,3,1,2,27
24068,2,1,1,25
24069,2,1,2,26
24070,2,1,2,25
24071,1,1,2,25
24072,1,1,2,27
24073,2,1,1,28
24074,1,1,2,27
24075,1,1,1,28
24076,1,1,2,27
24077,2,1,2,27
24078,1,1,2,28
24079,1,1,2,29
24080,2,1,2,28
24081,1,1,2,28
24082,2,1,2,28
24083,1,1,2,28
24084,1,1,2,27
24085,1,1,2,28
24086,2,1,2,28
24087,1,1,2,27
24088,1,1,2,28
24089,2,1,2,28
24090,6,1,1,37
24091,1,1,2,28
24092,1,1,2,27
24093,2,1,2,28
24094,4,1,2,28
24095,2,1,2,28
24096,2,1,2,25
24097,2,1,1,29
24098,2,1,2,26
24099,1,1,2,27
24100,2,1,2,24
24101,3,1,1,27
24102,2,1,1,29
24103,1,1,2,29
24104,2,1,1,30
24105,2,1,2,23
24106,2,1,2,24
24107,2,1,2,24
24108,2,1,2,22
24109,1,1,2,27
24110,1,1,2,27
24111,2,1,2,28
24112,1,1,2,28
24113,2,1,1,29
24114,2,1,1,29
24115,3,1,2,27
24116,4,1,2,28
24117,1,1,2,28
24118,1,1,2,27
24119,1,1,2,28
24120,2,1,2,27
24121,1,1,2,29
24122,1,1,2,29
24123,1,1,2,29
24124,1,1,2,29
24125,3,1,1,29
24126,2,1,2,27
24127,2,1,1,28
24128,2,1,2,27
24129,2,1,2,27
24130,1,1,2,28
24131,1,1,2,25
24132,2,1,2,29
24133,1,1,2,29
24134,2,1,1,29
24135,4,2,2,29
24136,2,1,2,29
24137,0,1,2,28
24138,1,1,2,28
24139,1,1,2,29
24140,2,1,2,29
24141,1,1,2,27
24142,1,1,2,27
24143,2,1,2,24
24144,1,1,2,28
24145,1,1,2,28
24146,1,1,2,29
24147,2,1,2,29
24148,3,1,2,29
24149,2,1,2,27
24150,1,1,2,29
24151,1,1,2,27
24152,1,1,2,27
24153,1,1,2,29
24154,2,1,2,29
24155,2,1,2,29
24156,1,1,2,28
24157,1,1,2,28
24158,5,1,2,28
24159,2,1,2,29
24160,1,1,2,28
24161,1,1,2,29
24162,1,1,2,29
24163,2,1,1,29
24164,2,1,2,28
24165,2,1,1,29
24166,1,1,2,30
24167,2,1,2,22
24168,1,1,2,28
24169,3,1,2,27
24170,2,1,1,28
24171,2,1,2,28
24172,3,1,2,28
24173,2,1,2,24
24174,1,1,2,30
24175,2,1,2,30
24176,2,1,1,30
24177,1,1,2,30
24178,1,1,2,27
24179,1,1,2,30
24180,2,1,1,30
24181,1,1,1,30
24182,2,1,2,30
24183,2,1,2,28
24184,1,1,2,28
24185,1,1,2,31
24186,2,1,2,32
24187,2,1,2,29
24188,2,1,2,27
24189,2,1,2,28
24190,1,1,1,30
24191,3,1,1,30
24192,2,1,1,30
24193,2,1,2,29
24194,2,1,2,29
24195,2,1,1,30
24196,2,1,1,29
24197,2,1,2,30
24198,1,1,2,30
24199,3,1,1,30
24200,1,1,2,30
24201,2,1,1,31
24202,1,1,2,28
24203,1,1,1,31
24204,1,1,2,29
24205,3,1,2,26
24206,3,1,2,27
24207,2,1,2,25
24208,2,1,2,23
24209,1,1,2,24
24210,1,1,2,31
24211,1,1,2,30
24212,1,1,2,28
24213,3,1,2,28
24214,1,1,2,28
24215,1,1,2,29
24216,3,1,0,27
24217,1,1,2,29
24218,3,1,2,30
24219,2,1,2,30
24220,1,1,2,30
24221,2,1,1,31
24222,2,1,2,32
24223,1,1,2,32
24224,2,1,2,30
24225,1,1,2,31
24226,2,1,1,30
24227,1,1,2,32
24228,1,1,2,30
24229,2,1,2,32
24230,1,1,2,31
24231,1,1,2,31
24232,1,1,2,27
24233,3,1,1,31
24234,2,1,2,31
24235,1,1,2,31
24236,3,1,2,23
24237,1,1,2,31
24238,1,1,2,29
24239,2,1,2,30
24240,2,1,2,31
24241,1,1,2,30
24242,3,1,2,30
24243,2,1,2,30
24244,1,1,2,31
24245,1,1,2,30
24246,2,1,1,31
24247,2,1,1,30
24248,1,1,2,31
24249,2,1,2,30
24250,1,1,2,30
24251,2,1,2,30
24252,1,1,2,32
24253,1,1,2,31
24254,2,1,2,31
24255,2,1,2,30
24256,2,1,2,30
24257,1,1,1,31
24258,2,1,2,31
24259,1,1,2,29
24260,2,1,2,30
24261,2,1,1,30
24262,1,1,2,29
24263,2,1,2,29
24264,2,1,2,25
24265,1,1,2,31
24266,2,1,1,31
24267,2,1,2,26
24268,3,1,2,26
24269,2,1,2,24
24270,2,1,2,27
24271,2,1,2,24
24272,1,1,2,28
24273,1,1,2,31
24274,2,1,1,29
24275,1,1,1,32
24276,1,1,2,31
24277,2,1,1,31
24278,1,1,2,33
24279,2,1,2,30
24280,2,1,2,26
24281,3,1,1,30
24282,1,1,2,31
24283,1,1,2,33
24284,2,1,1,33
24285,2,1,1,32
24286,1,1,2,30
24287,1,1,2,32
24288,2,1,2,29
24289,1,1,2,30
24290,2,1,2,30
24291,1,1,2,31
24292,1,1,2,30
24293,2,1,2,47
24294,3,1,1,35
24295,5,1,2,37
24296,3,1,1,41
24297,2,1,1,40
24298,2,1,1,37
24299,2,1,2,29
24300,2,1,2,30
24301,1,1,2,29
24302,1,1,2,31
24303,2,1,1,34
24304,3,1,1,46
24305,2,1,1,37
24306,2,1,2,30
24307,2,1,2,42
24308,1,1,1,43
24309,1,1,1,41
24310,1,1,1,49
24311,5,1,1,37
24312,2,1,1,32
24313,2,1,2,32
24314,2,1,1,32
24315,3,1,1,32
24316,1,1,1,35
24317,3,1,1,35
24318,1,1,1,39
24319,2,1,1,38
24320,1,1,1,48
24321,1,1,2,35
24322,3,1,1,44
24323,3,1,2,46
24324,3,1,1,49
24325,2,1,2,33
24326,2,1,2,33
24327,2,1,1,35
24328,2,1,1,48
24329,1,1,1,37
24330,1,1,1,42
24331,2,1,1,49
24332,2,1,1,49
24333,3,1,2,45
24334,2,1,1,38
24335,2,1,3,37
24336,3,1,2,39
24337,1,1,1,33
24338,2,1,1,48
24339,3,1,2,34
24340,1,1,1,38
24341,2,1,1,38
24342,2,1,1,42
24343,2,1,1,36
24344,2,1,1,36
24345,2,1,1,45
24346,1,1,2,32
24347,2,1,2,39
24348,2,1,2,32
24349,2,1,2,32
24350,3,1,1,45
24351,2,1,1,33
24352,1,1,1,41
24353,1,1,2,36
24354,2,1,1,39
24355,1,1,2,33
24356,2,1,1,41
24357,1,1,1,40
24358,1,1,2,39
24359,2,1,2,38
24360,2,1,2,34
24361,2,1,1,37
24362,2,1,3,37
24363,1,1,1,41
24364,1,1,2,34
24365,3,1,1,43
24366,1,1,1,41
24367,2,1,1,39
24368,3,1,1,37
24369,1,2,2,38
24370,2,1,2,46
24371,3,1,2,32
24372,2,1,1,47
24373,1,1,1,39
24374,2,1,1,38
24375,2,1,1,38
24376,5,1,2,40
24377,2,1,1,39
24378,2,1,1,39
24379,1,1,1,49
24380,1,1,1,34
24381,1,1,2,33
24382,2,1,2,32
24383,2,1,2,33
24384,3,1,1,49
24385,1,1,1,44
24386,1,1,1,38
24387,1,1,1,40
24388,1,1,1,39
24389,5,1,1,43
24390,2,1,1,33
24391,3,1,1,33
24392,6,1,1,41
24393,1,1,1,49
24394,2,1,1,46
24395,1,1,1,49
24396,3,1,1,31
24397,3,1,1,36
24398,1,1,2,32
24399,3,1,2,33
24400,2,1,1,38
24401,1,1,2,36
24402,4,1,1,40
24403,2,1,2,32
24404,1,1,1,34
24405,3,1,2,49
24406,2,1,2,32
24407,2,1,2,32
24408,2,1,1,42
24409,1,1,1,37
24410,2,1,1,32
24411,2,1,2,32
24412,2,1,1,38
24413,3,1,1,38
24414,2,1,1,40
24415,2,1,2,44
24416,3,1,2,42
24417,1,1,1,38
24418,3,1,1,43
24419,1,1,1,34
24420,2,1,1,38
24421,2,1,1,34
24422,2,1,1,37
24423,2,1,1,36
24424,1,1,1,47
24425,2,1,1,41
24426,1,1,1,40
24427,3,1,2,30
24428,2,1,2,37
24429,3,1,2,39
24430,1,1,1,41
24431,2,1,2,39
24432,1,1,2,40
24433,1,1,2,47
24434,3,1,1,39
24435,2,1,1,35
24436,1,1,2,37
24437,2,1,2,35
24438,1,1,2,32
24439,1,1,1,41
24440,1,1,1,42
24441,2,1,2,43
24442,1,1,2,31
24443,1,1,0,37
24444,1,1,2,48
24445,1,1,3,41
24446,1,1,1,39
24447,3,1,1,47
24448,2,1,2,36
24449,1,1,1,44
24450,3,1,1,49
24451,2,1,2,38
24452,1,1,2,31
24453,5,1,1,36
24454,2,1,2,31
24455,3,1,2,32
24456,3,1,1,35
24457,2,1,2,36
24458,2,1,1,46
24459,2,1,2,31
24460,2,1,2,41
24461,3,1,2,33
24462,2,1,1,35
24463,1,1,2,33
24464,3,1,1,30
24465,2,1,2,32
24466,3,1,2,31
24467,1,1,1,44
24468,1,1,2,36
24469,2,1,2,35
24470,2,1,1,35
24471,2,1,1,44
24472,2,1,1,35
24473,1,1,2,49
24474,1,1,1,36
24475,2,1,1,32
24476,1,1,2,34
24477,1,1,2,31
24478,1,1,2,31
24479,3,1,1,46
24480,1,1,1,33
24481,2,1,2,31
24482,2,1,2,38
24483,1,1,1,41
24484,3,1,2,48
24485,2,1,1,33
24486,1,1,2,33
24487,2,1,1,34
24488,2,1,2,34
24489,3,1,2,45
24490,2,1,1,38
24491,2,1,2,32
24492,3,1,2,39
24493,2,1,2,32
24494,3,1,1,45
24495,2,1,1,48
24496,2,1,1,36
24497,1,1,2,36
24498,1,1,2,27
24499,3,1,1,42
24500,1,1,2,36
24501,2,1,2,32
24502,1,1,2,34
24503,1,1,1,44
24504,2,1,1,46
24505,2,1,1,38
24506,2,1,2,32
24507,1,1,2,45
24508,2,1,1,44
24509,1,1,2,33
24510,2,1,2,31
24511,2,1,1,46
24512,1,1,2,36
24513,1,1,1,40
24514,3,1,2,47
24515,2,1,2,41
24516,2,1,1,43
24517,1,1,2,32
24518,3,1,2,46
24519,2,1,1,40
24520,2,1,2,33
24521,2,1,1,34
24522,1,1,1,31
24523,3,1,1,35
24524,2,1,2,41
24525,2,1,1,41
24526,1,1,1,32
24527,1,1,2,34
24528,2,1,1,32
24529,1,1,2,41
24530,1,1,2,36
24531,2,1,1,36
24532,1,1,1,47
24533,2,1,1,43
24534,1,1,1,38
24535,2,1,2,39
24536,3,1,1,47
24537,2,1,1,37
24538,2,1,1,37
24539,2,1,1,39
24540,2,1,1,37
24541,3,1,1,35
24542,1,1,2,33
24543,2,1,1,35
24544,3,1,2,48
24545,1,1,2,32
24546,2,1,1,39
24547,1,1,1,41
24548,2,1,2,37
24549,5,1,1,40
24550,5,1,1,42
24551,1,1,1,37
24552,2,1,1,34
24553,1,1,1,36
24554,1,1,2,30
24555,1,1,1,31
24556,1,1,2,31
24557,3,1,1,42
24558,3,1,2,46
24559,2,1,1,42
24560,1,1,1,41
24561,2,1,2,31
24562,3,1,2,31
24563,2,1,2,44
24564,3,1,2,39
24565,2,1,1,42
24566,1,1,2,35
24567,3,1,1,39
24568,1,1,1,34
24569,1,1,2,33
24570,1,1,2,31
24571,2,1,1,45
24572,2,1,2,36
24573,2,1,1,35
24574,2,1,1,39
24575,1,1,1,31
24576,1,1,2,33
24577,1,1,1,40
24578,1,1,1,47
24579,1,1,2,36
24580,1,1,1,41
24581,2,1,2,47
24582,2,1,1,33
24583,2,1,1,34
24584,2,1,2,35
24585,2,1,1,45
24586,1,1,2,33
24587,2,1,2,34
24588,2,1,2,42
24589,2,1,2,28
24590,1,1,2,32
24591,1,1,1,35
24592,2,1,1,29
24593,1,1,2,47
24594,2,1,1,47
24595,1,1,2,33
24596,2,1,1,45
24597,3,1,2,28
24598,2,1,1,45
24599,1,1,1,37
24600,2,1,1,38
24601,2,1,2,46
24602,1,1,2,28
24603,3,1,2,28
24604,2,1,2,29
24605,2,1,1,35
24606,3,1,1,41
24607,1,1,1,37
24608,1,1,1,39
24609,1,1,2,32
24610,1,1,1,37
24611,2,1,2,32
24612,3,1,1,36
24613,1,1,2,33
24614,2,1,1,36
24615,3,1,1,31
24616,2,1,1,40
24617,1,1,2,36
24618,2,1,1,41
24619,3,1,1,47
24620,2,1,1,32
24621,1,1,2,38
24622,1,1,1,38
24623,2,1,1,42
24624,1,1,2,31
24625,1,1,2,32
24626,2,1,2,40
24627,2,1,2,32
24628,2,1,2,29
24629,1,1,1,47
24630,3,1,1,43
24631,1,1,1,42
24632,2,1,2,48
24633,2,1,1,46
24634,2,1,2,36
24635,1,1,2,32
24636,2,1,1,35
24637,2,1,2,30
24638,2,1,2,28
24639,1,1,2,26
24640,2,1,2,27
24641,1,1,2,28
24642,2,1,2,30
24643,1,1,2,44
24644,3,1,1,46
24645,1,1,1,36
24646,2,1,1,31
24647,2,1,2,34
24648,1,1,1,39
24649,2,1,1,39
24650,2,1,1,44
24651,1,1,1,36
24652,2,1,1,42
24653,2,1,1,40
24654,1,1,1,39
24655,2,1,1,45
24656,2,1,1,33
24657,2,1,1,43
24658,2,1,2,37
24659,1,1,1,41
24660,1,1,2,39
24661,1,1,1,46
24662,1,1,1,47
24663,2,1,2,41
24664,2,1,1,37
24665,1,1,1,45
24666,1,1,1,34
24667,1,1,1,41
24668,1,1,2,34
24669,1,1,1,37
24670,2,1,1,36
24671,2,1,1,34
24672,2,1,2,43
24673,3,1,1,37
24674,2,1,2,35
24675,1,1,1,40
24676,1,1,1,47
24677,3,2,1,47
24678,1,2,2,28
24679,1,2,2,33
24680,2,2,1,33
24681,1,1,2,34
24682,1,1,2,42
24683,1,1,1,41
24684,1,1,2,34
24685,2,1,2,36
24686,2,1,1,37
24687,2,1,2,34
24688,3,1,1,46
24689,3,1,2,40
24690,3,1,2,41
24691,2,1,1,45
24692,1,1,1,45
24693,2,1,2,44
24694,2,1,1,29
24695,2,1,1,31
24696,2,1,2,40
24697,1,1,1,38
24698,1,1,1,36
24699,3,1,2,33
24700,2,1,2,47
24701,1,1,2,38
24702,1,1,2,40
24703,1,1,1,37
24704,1,1,1,49
24705,1,1,1,46
24706,3,1,2,35
24707,1,1,1,43
24708,1,1,1,42
24709,2,1,1,31
24710,3,1,2,33
24711,3,1,1,41
24712,2,1,1,40
24713,2,1,1,39
24714,2,1,2,43
24715,2,1,1,38
24716,2,1,1,43
24717,3,1,2,29
24718,2,1,2,31
24719,5,1,1,40
24720,2,1,2,29
24721,2,1,0,38
24722,1,1,2,36
24723,1,1,1,35
24724,2,1,1,31
24725,2,1,2,31
24726,3,1,2,42
24727,1,1,1,40
24728,2,1,1,38
24729,3,1,1,49
24730,1,1,1,37
24731,1,1,2,30
24732,1,1,1,36
24733,1,1,1,34
24734,1,1,1,47
24735,2,1,2,38
24736,2,1,1,47
24737,2,1,1,38
24738,2,1,1,45
24739,2,1,1,39
24740,2,1,1,33
24741,2,1,1,43
24742,1,1,2,34
24743,2,1,1,40
24744,2,1,1,46
24745,1,1,1,43
24746,4,1,2,36
24747,2,1,1,37
24748,1,1,1,39
24749,2,1,2,44
24750,3,1,1,38
24751,1,1,1,38
24752,2,1,2,40
24753,2,1,2,36
24754,2,1,3,41
24755,1,1,1,39
24756,3,1,1,49
24757,2,1,1,37
24758,3,1,1,40
24759,1,1,2,35
24760,2,1,2,35
24761,2,1,2,34
24762,2,1,1,34
24763,5,1,1,36
24764,2,1,2,35
24765,2,1,1,44
24766,2,1,1,38
24767,2,1,1,39
24768,1,1,2,35
24769,2,1,1,42
24770,4,1,1,33
24771,2,1,2,40
24772,2,1,2,45
24773,1,1,1,40
24774,1,1,2,42
24775,2,1,2,46
24776,1,1,1,44
24777,2,1,1,41
24778,1,1,2,42
24779,2,1,1,35
24780,1,1,1,39
24781,1,1,1,44
24782,2,1,1,44
24783,3,1,2,36
24784,1,1,2,35
24785,1,1,1,46
24786,1,1,1,38
24787,2,1,1,44
24788,2,1,1,32
24789,1,1,2,34
24790,2,1,1,35
24791,1,1,1,41
24792,2,1,1,49
24793,1,1,2,46
24794,1,1,1,43
24795,2,1,1,48
24796,3,1,1,46
24797,2,1,1,33
24798,2,1,1,35
24799,3,1,1,41
24800,3,1,2,44
24801,2,1,2,26
24802,2,1,2,26
24803,2,1,1,31
24804,1,1,2,35
24805,3,1,2,36
24806,2,1,2,38
24807,1,1,1,40
24808,2,1,2,36
24809,2,1,1,31
24810,3,1,1,31
24811,3,1,2,41
24812,3,1,1,42
24813,3,1,2,45
24814,2,1,2,47
24815,2,1,2,32
24816,2,1,1,36
24817,2,1,1,37
24818,3,1,1,47
24819,1,1,2,31
24820,2,1,1,37
24821,1,1,1,30
24822,1,1,2,31
24823,1,1,1,31
24824,1,1,2,34
24825,4,1,1,35
24826,1,1,1,35
24827,2,1,1,36
24828,2,1,1,41
24829,2,1,1,40
24830,3,1,2,43
24831,2,1,1,39
24832,3,1,1,45
24833,2,1,1,41
24834,1,1,2,30
24835,1,1,1,39
24836,2,1,1,37
24837,1,1,2,28
24838,1,1,2,28
24839,2,1,2,38
24840,1,1,2,46
24841,2,1,2,36
24842,2,1,1,43
24843,3,1,2,37
24844,2,1,2,44
24845,2,1,1,42
24846,1,1,2,30
24847,1,1,1,46
24848,2,1,1,48
24849,1,1,2,32
24850,1,1,1,32
24851,1,1,1,41
24852,2,1,1,38
24853,2,1,1,42
24854,2,1,2,49
24855,2,1,2,35
24856,2,1,2,47
24857,1,1,1,41
24858,2,1,1,36
24859,1,1,2,38
24860,1,1,2,38
24861,2,1,1,38
24862,2,1,1,37
24863,2,1,1,41
24864,2,1,1,34
24865,2,1,2,35
24866,1,1,1,36
24867,2,1,1,35
24868,1,1,2,38
24869,2,1,1,36
24870,1,1,1,37
24871,1,1,1,43
24872,2,1,2,36
24873,2,1,1,36
24874,1,1,1,37
24875,2,1,1,46
24876,2,1,1,46
24877,1,1,2,32
24878,1,1,2,30
24879,2,1,1,40
24880,2,1,1,36
24881,1,1,1,43
24882,1,1,2,30
24883,1,1,2,29
24884,2,1,1,34
24885,1,1,1,37
24886,2,1,1,42
24887,1,1,2,32
24888,3,1,2,34
24889,2,1,1,40
24890,1,1,2,30
24891,2,1,1,46
24892,2,1,2,38
24893,1,1,1,39
24894,1,1,2,40
24895,2,1,1,43
24896,2,1,1,33
24897,3,1,2,34
24898,2,1,2,35
24899,1,1,2,32
24900,2,1,2,32
24901,5,1,1,31
24902,2,1,1,32
24903,1,1,2,30
24904,1,1,2,31
24905,2,1,1,32
24906,2,1,2,32
24907,3,1,1,33
24908,1,1,2,32
24909,1,1,2,33
24910,3,1,1,34
24911,1,1,2,33
24912,1,1,1,33
24913,2,1,1,34
24914,1,1,1,34
24915,1,1,3,47
24916,2,1,2,36
24917,2,1,2,35
24918,1,1,1,38
24919,1,1,2,41
24920,1,1,1,39
24921,1,1,1,35
24922,1,1,1,42
24923,1,1,2,36
24924,2,1,1,34
24925,2,1,1,47
24926,2,1,2,44
24927,1,1,2,35
24928,2,1,1,39
24929,2,1,1,38
24930,1,1,1,44
24931,3,1,2,35
24932,3,1,1,36
24933,2,1,1,42
24934,1,1,1,44
24935,1,1,1,39
24936,1,1,1,39
24937,1,1,1,37
24938,1,1,1,40
24939,2,1,1,39
24940,2,1,1,38
24941,1,1,2,36
24942,1,1,1,34
24943,1,1,1,40
24944,2,1,1,42
24945,1,1,2,39
24946,2,1,2,37
24947,1,1,1,43
24948,1,1,1,42
24949,1,1,2,43
24950,2,1,1,35
24951,1,1,1,35
24952,2,1,2,30
24953,2,1,2,30
24954,1,1,2,29
24955,3,1,2,31
24956,2,1,2,31
24957,1,1,2,31
24958,2,1,2,48
24959,1,1,2,34
24960,1,1,2,35
24961,2,1,2,35
24962,1,1,1,48
24963,4,1,1,42
24964,1,1,1,41
24965,2,1,2,38
24966,1,1,2,37
24967,5,1,1,47
24968,1,1,2,37
24969,2,1,2,36
24970,2,1,1,44
24971,2,1,2,40
24972,1,1,1,37
24973,2,1,2,35
24974,1,1,1,35
24975,2,1,1,44
24976,2,1,1,38
24977,2,1,2,33
24978,1,1,2,33
24979,2,1,1,43
24980,1,1,2,40
24981,1,1,1,42
24982,1,1,1,43
24983,2,1,2,44
24984,3,1,0,39
24985,2,1,1,46
24986,3,1,1,38
24987,2,1,1,45
24988,1,1,2,36
24989,1,1,1,45
24990,1,1,2,43
24991,2,1,1,40
24992,1,1,1,31
24993,1,1,1,49
24994,2,1,2,43
24995,6,1,1,44
24996,2,1,1,47
24997,3,1,2,48
24998,3,1,1,35
24999,2,1,2,37
25000,1,1,1,38
25001,2,1,2,35
25002,2,1,1,40
25003,3,1,1,37
25004,3,1,1,49
25005,1,1,1,40
25006,3,1,2,50
25007,2,1,2,50
25008,3,1,1,50
25009,2,1,1,45
25010,1,1,2,34
25011,2,1,1,49
25012,1,1,1,50
25013,1,1,1,49
25014,2,1,2,53
25015,2,1,1,52
25016,2,1,1,54
25017,1,1,2,50
25018,3,1,1,49
25019,3,1,1,65
25020,3,1,1,61
25021,2,1,1,50
25022,3,1,1,50
25023,3,1,1,50
25024,1,1,1,50
25025,1,1,2,51
25026,2,1,2,50
25027,1,1,1,51
25028,3,1,1,61
25029,3,1,1,56
25030,2,1,1,57
25031,2,1,1,58
25032,3,1,1,55
25033,2,1,1,55
25034,2,1,1,61
25035,3,1,2,61
25036,1,1,1,53
25037,2,1,1,54
25038,1,1,2,58
25039,1,1,1,55
25040,3,1,2,58
25041,2,1,1,63
25042,2,1,2,52
25043,2,1,1,52
25044,3,1,1,60
25045,2,1,1,54
25046,1,1,2,52
25047,2,1,1,58
25048,3,1,1,54
25049,3,1,2,54
25050,3,1,2,61
25051,3,1,1,53
25052,2,1,1,56
25053,1,1,1,55
25054,2,1,2,49
25055,5,1,1,50
25056,2,1,2,52
25057,2,1,2,54
25058,3,1,2,49
25059,1,1,1,49
25060,1,1,2,55
25061,1,1,1,54
25062,3,1,2,54
25063,3,1,2,55
25064,1,1,1,50
25065,3,1,1,50
25066,2,1,1,51
25067,1,1,1,61
25068,3,1,1,65
25069,2,1,1,48
25070,1,1,1,48
25071,2,1,2,54
25072,2,1,2,53
25073,1,1,2,50
25074,2,1,1,48
25075,1,1,1,48
25076,1,1,1,50
25077,1,1,1,48
25078,2,1,1,50
25079,1,1,1,59
25080,1,1,1,52
25081,1,1,1,54
25082,3,1,1,48
25083,2,1,1,47
25084,1,1,1,51
25085,2,1,1,49
25086,1,1,1,53
25087,1,1,1,53
25088,1,1,1,54
25089,1,1,1,60
25090,1,1,1,66
25091,1,1,1,55
25092,2,1,1,56
25093,1,1,1,39
25094,3,1,2,63
25095,3,1,1,58
25096,3,1,2,53
25097,3,1,1,55
25098,1,1,1,66
25099,5,1,1,50
25100,3,1,1,51
25101,1,1,1,51
25102,2,1,1,54
25103,1,1,1,54
25104,2,1,1,49
25105,1,1,1,55
25106,1,1,2,50
25107,2,1,1,50
25108,2,1,1,60
25109,3,1,1,50
25110,3,1,2,53
25111,3,1,1,55
25112,3,1,1,51
25113,2,1,1,57
25114,1,1,1,58
25115,2,1,1,56
25116,1,1,1,54
25117,2,1,1,56
25118,1,1,1,51
25119,3,1,1,61
25120,1,1,1,50
25121,1,1,1,51
25122,2,1,1,50
25123,5,1,1,53
25124,1,1,1,51
25125,1,1,1,50
25126,1,1,1,50
25127,3,1,1,50
25128,1,1,1,51
25129,1,1,2,57
25130,1,1,1,52
25131,3,1,1,50
25132,1,1,1,52
25133,1,1,1,54
25134,2,1,1,56
25135,3,1,1,56
25136,1,1,1,75
25137,3,1,2,52
25138,2,1,1,52
25139,3,1,1,63
25140,1,1,1,61
25141,2,1,1,75
25142,3,1,1,72
25143,3,1,1,56
25144,2,1,1,55
25145,3,1,1,56
25146,1,1,1,54
25147,2,2,2,37
25148,3,2,2,28
25149,2,2,2,25
25150,2,2,1,46
25151,1,2,1,33
25152,3,2,1,27
25153,2,2,1,27
25154,2,2,2,26
25155,2,2,1,24
25156,3,2,1,23
25157,2,2,1,37
25158,2,2,2,22
25159,2,2,1,34
25160,1,2,2,29
25161,1,2,2,27
25162,1,2,2,30
25163,3,2,2,41
25164,2,2,2,28
25165,2,2,2,25
25166,1,2,2,27
25167,3,2,2,29
25168,2,2,2,22
25169,3,2,2,23
25170,2,2,2,21
25171,1,2,2,22
25172,2,2,2,22
25173,2,2,1,21
25174,1,2,2,21
25175,2,2,1,22
25176,2,2,2,22
25177,3,2,1,22
25178,1,2,2,22
25179,3,2,2,23
25180,2,2,2,23
25181,2,2,2,22
25182,2,2,2,21
25183,2,2,2,22
25184,2,2,2,22
25185,2,2,2,22
25186,1,2,2,22
25187,3,2,2,23
25188,2,2,1,22
25189,2,2,2,23
25190,2,2,2,22
25191,1,2,2,23
25192,2,2,1,25
25193,2,2,2,23
25194,2,2,2,23
25195,2,2,2,23
25196,2,2,2,23
25197,1,2,2,23
25198,2,2,1,23
25199,2,2,2,24
25200,2,2,2,22
25201,2,2,2,23
25202,1,2,2,24
25203,2,2,1,22
25204,1,2,2,23
25205,1,2,1,23
25206,2,2,2,23
25207,2,2,2,23
25208,2,2,2,23
25209,1,2,2,23
25210,3,2,1,23
25211,1,2,2,24
25212,2,2,2,23
25213,1,2,2,23
